#Exported guards/filters for Ahazi by SWGAide: http://simongronlund.googlepages.com/SWGAide,,,,,,,,,,,,,,,,
#guardName,resource class,ER,CR,CD,DR,FL,HR,MA,OQ,SR,UT,PE,limit,alert[,allowZeros[,notes]]
Domestic-Wild Corn,Wild Corn,0,0,0,0,66,0,0,33,0,0,0,960,1,1,T'illa-T'ill (F)
Domestic-Wild Corn,Wild Corn,0,0,0,0,0,0,0,33,0,0,66,960,1,1,T'illa-T'ill (N)
Domestic-Wild Meat,Wild Meat,0,0,0,0,20,0,0,50,0,0,30,960,1,1,"Hyper Yeast Concentrate, Hyper Yeast Additive, Edible Nano Constrictors"
Domestic-Wild Rice,Wild Rice,0,0,0,25,0,0,0,0,0,0,75,960,1,1,"Garrmorl (Q), Parwan Nutricake (Q)"
Domestic-Wild Rice,Wild Rice,0,0,0,0,66,0,0,33,0,0,0,960,1,1,"Garrmorl (F), Parwan Nutricake (F)"
Domestic-Wild Rice,Wild Rice,0,0,0,0,0,0,0,33,0,0,66,960,1,1,"Garrmorl (N), Parwan Nutricake (N)"
Domestic-Wild Wheat,Wild Wheat,0,0,0,25,0,0,0,0,0,0,75,960,1,1,Citros Snow Cake (Q)
Domestic-Wild Wheat,Wild Wheat,0,0,0,0,66,0,0,33,0,0,0,960,1,1,Citros Snow Cake (F)
Domestic-Wild Wheat,Wild Wheat,0,0,0,0,0,0,0,33,0,0,66,960,1,1,Citros Snow Cake (N)
Domestic-Wood,Wood,0,0,0,20,0,0,0,80,0,0,0,960,1,1,Enzyme Re-Processor Filter
Domestic-Wood,Wood,0,0,0,0,66,0,0,33,0,0,0,960,1,1,Karkan Ribenes (F)
Domestic-Wood,Wood,0,0,0,0,0,0,0,33,0,0,66,960,1,1,Karkan Ribenes (N)
Domestic-Wood,Wood,0,0,0,25,0,0,0,0,0,0,75,960,1,1,Karkan Ribenes (Q)
Domestic-Wooly,Wooly Hide,0,0,0,25,0,0,0,0,75,0,0,960,1,1,Jawa Beer (Q)
Domestic-Wooly,Wooly Hide,0,0,0,0,0,0,0,50,0,50,0,960,1,1,Armor Padding (Integrity)
Domestic-Wooly,Wooly Hide,0,0,0,0,0,0,0,50,50,0,0,960,1,1,Armor Padding (Effectiveness)
Domestic-Wooly,Wooly Hide,0,0,0,0,66,0,0,33,0,0,0,960,1,1,Jawa Beer (F)
Domestic-Wooly,Wooly Hide,0,0,0,0,0,0,0,33,0,0,66,960,1,1,Jawa Beer (N)
